sim_year,agent_race,agent_age,birth_prob
2010,indian,21,0.014713582608695654
2010,other,21,0.021484434782608697
2010,chinese,22,0.01827396521739131
2010,malay,22,0.029560826086956524
2010,indian,22,0.02024468695652174
2010,other,22,0.029560826086956524
2010,chinese,23,0.025950573913043482
2010,malay,23,0.04197886956521739
2010,indian,23,0.028749165217391303
2010,other,23,0.04197886956521739
2010,chinese,24,0.03543754956521739
2010,malay,24,0.05732544782608695
2010,indian,24,0.03925924608695652
2010,other,24,0.05732544782608695
2010,chinese,25,0.045147860869565216
2010,malay,25,0.07303330434782608
2010,indian,25,0.05001674782608695
2010,other,25,0.07303330434782608
2010,chinese,26,0.053919860869565225
2010,malay,26,0.08722330434782608
2010,indian,26,0.059734747826086954
2010,other,26,0.08722330434782608
2010,chinese,27,0.06176410434782609
2010,malay,27,0.09991252173913041
2010,indian,27,0.06842493913043478
2010,other,27,0.09991252173913041
2010,chinese,28,0.06816438260869565
2010,malay,28,0.11026591304347821
2010,indian,28,0.07551544347826085
2010,other,28,0.11026591304347821
2010,chinese,29,0.07301248695652174
2010,malay,29,0.11810843478260867
2010,indian,29,0.08088638260869564
2010,other,29,0.11810843478260867
2010,chinese,30,0.07770901043478261
2010,malay,30,0.12570575217391303
2010,indian,30,0.08608939391304346
2010,other,30,0.12570575217391303
2010,chinese,31,0.0812079652173913
2010,malay,31,0.1313658260869565
2010,indian,31,0.08996568695652173
2010,other,31,0.1313658260869565
2010,chinese,32,0.08077779130434783
2010,malay,32,0.1306699565217391
2010,indian,32,0.08948912173913041
2010,other,32,0.1306699565217391
2010,chinese,33,0.07538598260869565
2010,malay,33,0.12194791304347824
2010,indian,33,0.08351584347826085
2010,other,33,0.12194791304347824
